scenarioId,fixtureVersion,weightStage,profile,salientTargetMul,terminalPositionMul,difficultyPenaltyMul,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,initialEnemyCount,finalAliveEnemyCount,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,terminalPositionQuality,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid,auditRank,auditRecommended,auditDiffersFromBeamWinner,auditReason
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,7,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,410.616,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,7,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,410.616,1456CDCDEF8C4CBA,True,3,False,False,""
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,8,1,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashForward>Attack",0,34.000,8,20,16,8,1.211,7,0.000,False,-29.577,9.427,0,180,3499998.000,880.000,0.000,3500878.000,429.727,174E838DC2F18B2B,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,8,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,429.727,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,8,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,429.727,1456CDCDEF8C4CBA,True,3,False,False,""
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,9,1,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashForward>Attack",0,34.000,8,20,16,8,1.211,7,0.000,False,-29.577,9.427,0,180,3499998.000,880.000,0.000,3500878.000,422.024,174E838DC2F18B2B,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,9,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,422.024,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,9,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,422.024,1456CDCDEF8C4CBA,True,3,False,False,""
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,10,1,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashForward>Attack",0,34.000,8,20,16,8,1.211,7,0.000,False,-29.577,9.427,0,180,3499998.000,880.000,0.000,3500878.000,432.815,174E838DC2F18B2B,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,10,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,432.815,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,50DEB425210D7347,10,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,432.815,1456CDCDEF8C4CBA,True,3,False,False,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,1,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,226.021,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,1,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,226.021,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,1,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,226.021,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,2,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,218.424,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,2,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,218.424,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,2,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,218.424,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,3,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,215.149,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,3,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,215.149,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,3,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,215.149,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,4,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,219.384,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,4,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,219.384,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,4,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,219.384,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,5,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,209.995,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,5,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,209.995,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,5,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,209.995,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,6,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,219.198,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,6,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,219.198,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,6,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,219.198,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,7,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,231.171,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,7,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,231.171,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,7,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,231.171,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,8,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,270.582,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,8,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,270.582,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,8,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,270.582,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,9,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,437.518,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,9,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,437.518,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,9,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,437.518,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,10,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,414.327,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,10,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,414.327,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,0-baseline,공격형-무가중진단,0.000,0.000,0.000,1.7,1,3F5F709DA48265EF,10,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,414.327,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
