scenarioId,fixtureVersion,weightStage,profile,salientTargetMul,terminalPositionMul,difficultyPenaltyMul,difficultyTerminalOnly,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,initialEnemyCount,finalAliveEnemyCount,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,terminalPositionQuality,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid,auditRank,auditRecommended,auditDiffersFromBeamWinner,auditReason
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,4,2,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>MoveRight>Attack",11,29.000,6,12,12,6,1.390,4,0.000,False,-0.220,8.635,0,180,62.780,188.000,0.000,250.780,344.995,7BA2EAD8D8320F11,True,2,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,4,3,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashRight>Lunge(0)",11,29.000,6,11,12,6,3.046,2,0.000,True,26.592,10.097,0,180,66.092,184.000,0.000,250.092,344.995,7DCBA96F3BE842FA,True,1,True,True,"종료 안전도와 퇴로 우세"
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,5,1,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashForward>Attack",11,29.000,6,13,12,6,1.055,4,0.000,False,-2.391,9.385,0,180,62.109,192.000,0.000,254.109,339.838,D95A8824FE75F49B,True,3,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,5,2,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>MoveRight>Attack",11,29.000,6,12,12,6,1.390,4,0.000,False,-0.220,8.635,0,180,62.780,188.000,0.000,250.780,339.838,7BA2EAD8D8320F11,True,2,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,5,3,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashRight>Lunge(0)",11,29.000,6,11,12,6,3.046,2,0.000,True,26.592,10.097,0,180,66.092,184.000,0.000,250.092,339.838,7DCBA96F3BE842FA,True,1,True,True,"종료 안전도와 퇴로 우세"
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,6,1,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashForward>Attack",11,29.000,6,13,12,6,1.055,4,0.000,False,-2.391,9.385,0,180,62.109,192.000,0.000,254.109,380.447,D95A8824FE75F49B,True,3,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,6,2,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>MoveRight>Attack",11,29.000,6,12,12,6,1.390,4,0.000,False,-0.220,8.635,0,180,62.780,188.000,0.000,250.780,380.447,7BA2EAD8D8320F11,True,2,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,6,3,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashRight>Lunge(0)",11,29.000,6,11,12,6,3.046,2,0.000,True,26.592,10.097,0,180,66.092,184.000,0.000,250.092,380.447,7DCBA96F3BE842FA,True,1,True,True,"종료 안전도와 퇴로 우세"
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,7,1,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashForward>Attack",11,29.000,6,13,12,6,1.055,4,0.000,False,-2.391,9.385,0,180,62.109,192.000,0.000,254.109,348.251,D95A8824FE75F49B,True,3,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,7,2,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>MoveRight>Attack",11,29.000,6,12,12,6,1.390,4,0.000,False,-0.220,8.635,0,180,62.780,188.000,0.000,250.780,348.251,7BA2EAD8D8320F11,True,2,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,7,3,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashRight>Lunge(0)",11,29.000,6,11,12,6,3.046,2,0.000,True,26.592,10.097,0,180,66.092,184.000,0.000,250.092,348.251,7DCBA96F3BE842FA,True,1,True,True,"종료 안전도와 퇴로 우세"
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,8,1,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashForward>Attack",11,29.000,6,13,12,6,1.055,4,0.000,False,-2.391,9.385,0,180,62.109,192.000,0.000,254.109,351.053,D95A8824FE75F49B,True,3,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,8,2,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>MoveRight>Attack",11,29.000,6,12,12,6,1.390,4,0.000,False,-0.220,8.635,0,180,62.780,188.000,0.000,250.780,351.053,7BA2EAD8D8320F11,True,2,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,8,3,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashRight>Lunge(0)",11,29.000,6,11,12,6,3.046,2,0.000,True,26.592,10.097,0,180,66.092,184.000,0.000,250.092,351.053,7DCBA96F3BE842FA,True,1,True,True,"종료 안전도와 퇴로 우세"
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,9,1,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashForward>Attack",11,29.000,6,13,12,6,1.055,4,0.000,False,-2.391,9.385,0,180,62.109,192.000,0.000,254.109,360.959,D95A8824FE75F49B,True,3,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,9,2,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>MoveRight>Attack",11,29.000,6,12,12,6,1.390,4,0.000,False,-0.220,8.635,0,180,62.780,188.000,0.000,250.780,360.959,7BA2EAD8D8320F11,True,2,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,9,3,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashRight>Lunge(0)",11,29.000,6,11,12,6,3.046,2,0.000,True,26.592,10.097,0,180,66.092,184.000,0.000,250.092,360.959,7DCBA96F3BE842FA,True,1,True,True,"종료 안전도와 퇴로 우세"
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,10,1,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashForward>Attack",11,29.000,6,13,12,6,1.055,4,0.000,False,-2.391,9.385,0,180,62.109,192.000,0.000,254.109,361.624,D95A8824FE75F49B,True,3,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,10,2,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>MoveRight>Attack",11,29.000,6,12,12,6,1.390,4,0.000,False,-0.220,8.635,0,180,62.780,188.000,0.000,250.780,361.624,7BA2EAD8D8320F11,True,2,False,True,""
S1,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,AE579F8117AC15E3,10,3,"Lunge(11)>Attack>DashBackward>Lunge(5)>Attack>Retreat>Attack>DashBackward>Lunge(6)>Attack>DashRight>Lunge(0)",11,29.000,6,11,12,6,3.046,2,0.000,True,26.592,10.097,0,180,66.092,184.000,0.000,250.092,361.624,7DCBA96F3BE842FA,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,1,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,480.708,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,1,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,480.708,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,1,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,480.708,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,2,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,611.287,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,2,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,611.287,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,2,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,611.287,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,3,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,614.429,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,3,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,614.429,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,3,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,614.429,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,4,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,594.621,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,4,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,594.621,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,4,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,594.621,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,5,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,598.284,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,5,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,598.284,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,5,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,598.284,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,6,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,577.179,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,6,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,577.179,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,6,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,577.179,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,7,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,575.823,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,7,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,575.823,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,7,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,575.823,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,8,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,616.211,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,8,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,616.211,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,8,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,616.211,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,9,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,604.554,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,9,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,604.554,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,9,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,604.554,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,10,1,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Retreat>Lunge(8)",6,34.000,4,12,14,10,6.134,0,0.000,True,37.268,11.174,0,180,69.000,158.000,0.000,227.000,608.505,418DC541D2A83C96,True,3,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,10,2,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>Jump>Lunge(8)",6,34.000,4,12,14,10,6.430,0,0.000,True,37.859,11.724,0,180,69.000,158.000,0.000,227.000,608.505,7FF1E96D7B895043,True,2,False,True,""
S2,S-v2-dense,0-baseline,안정형-무가중진단,0.000,0.000,0.000,False,1.9,1,A674B231EB5B1DA4,10,3,"Lunge(6)>Attack>DashForward>Lunge(0)>Attack>DashLeft>Lunge(7)>Attack>DashLeft>Lunge(8)>MoveRight>Lunge(8)",6,34.000,4,12,14,10,6.958,0,0.000,True,38.916,11.186,0,180,69.000,158.000,0.000,227.000,608.505,15ACABBED5D69F1F,True,1,True,True,"종료 안전도와 퇴로 우세"
