scenarioId,profile,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,7,2,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,40.599,BB082FFA03D1072B,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,7,3,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,40.599,69DEE7F948533187,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,8,1,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,42.589,FA719F06CF7A983F,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,8,2,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,42.589,BB082FFA03D1072B,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,8,3,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,42.589,69DEE7F948533187,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,9,1,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,38.115,FA719F06CF7A983F,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,9,2,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,38.115,BB082FFA03D1072B,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,9,3,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,38.115,69DEE7F948533187,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,10,1,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,43.132,FA719F06CF7A983F,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,10,2,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,43.132,BB082FFA03D1072B,True
A1,공격형-무가중진단,1.6,1,AF284A1B62F10114,10,3,"Lunge(0)>Attack>DashLeft>Lunge(2)>Attack>Retreat>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,4,8,-1.000,0,0.000,True,6.400,1,180,3499999.000,404.800,0.000,3500403.000,43.132,69DEE7F948533187,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,1,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,30.611,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,1,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,30.611,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,1,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,30.611,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,2,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.238,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,2,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.238,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,2,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.238,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,3,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,30.514,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,3,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,30.514,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,3,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,30.514,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,4,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,33.744,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,4,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,33.744,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,4,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,33.744,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,5,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,33.154,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,5,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,33.154,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,5,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,33.154,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,6,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.768,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,6,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.768,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,6,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.768,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,7,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,32.139,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,7,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,32.139,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,7,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,32.139,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,8,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,37.957,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,8,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,37.957,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,8,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,37.957,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,9,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.053,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,9,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.053,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,9,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,35.053,9E815B1EB5A0703A,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,10,1,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,80.221,0B58BDC8451CF04E,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,10,2,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,80.221,CBF8EAA330DBE415,True
A2,공격형-무가중진단,1.6,1,7E89A711A5C3360E,10,3,"LungeStrike(0)>DashLeft>Lunge(1)>Attack>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,34.000,3,6,-1.000,0,0.000,True,7.912,0,180,3500002.000,303.600,0.000,3500306.000,80.221,9E815B1EB5A0703A,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,1,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,50.589,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,1,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,50.589,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,1,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,50.589,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,2,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.497,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,2,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.497,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,2,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.497,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,3,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.150,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,3,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.150,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,3,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.150,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,4,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,28.322,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,4,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,28.322,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,4,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,28.322,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,5,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,26.866,FA911828588E314E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,5,2,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveLeft",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,26.866,D78349EC8404383E,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,5,3,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveRight",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,26.866,8F12A401DC1878AB,True
A3,공격형-무가중진단,1.6,1,3720D65DE0AEF004,6,1,"MoveRight>Attack>DashBackward>Lunge(1)>MoveLeft>Lunge(2)>Attack>MoveForward>MoveForward>MoveForward>MoveForward>MoveForward",0,29.000,3,5,-1.000,0,0.000,True,6.157,0,180,3500002.000,286.000,0.000,3500288.000,25.573,FA911828588E314E,True
