scenarioId,fixtureVersion,profile,contractVersion,mapVersion,initialSnapshotHash,repetition,candidateRank,actionSequence,salientEnemyId,salientTargetProgress,killCount,damageDealt,initialEnemyCount,finalAliveEnemyCount,terminalNearestEnemyDistance,terminalNearbyEnemyCount,terminalHeightDelta,terminalActionable,terminalPositionQuality,executionDifficulty,expectedHits,durationTicks,safetyScore,killScore,difficultyScore,totalScore,elapsedMs,worldHashAfterReplay,replayValid,auditRank,auditRecommended,auditDiffersFromBeamWinner,auditReason
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,6,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,409.657,1456CDCDEF8C4CBA,True,3,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,7,1,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashForward>Attack",0,34.000,8,20,16,8,1.211,7,0.000,False,-29.577,9.427,0,180,3499998.000,880.000,0.000,3500878.000,403.331,174E838DC2F18B2B,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,7,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,403.331,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,7,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,403.331,1456CDCDEF8C4CBA,True,3,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,8,1,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashForward>Attack",0,34.000,8,20,16,8,1.211,7,0.000,False,-29.577,9.427,0,180,3499998.000,880.000,0.000,3500878.000,423.219,174E838DC2F18B2B,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,8,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,423.219,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,8,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,423.219,1456CDCDEF8C4CBA,True,3,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,9,1,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashForward>Attack",0,34.000,8,20,16,8,1.211,7,0.000,False,-29.577,9.427,0,180,3499998.000,880.000,0.000,3500878.000,435.724,174E838DC2F18B2B,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,9,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,435.724,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,9,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,435.724,1456CDCDEF8C4CBA,True,3,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,10,1,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashForward>Attack",0,34.000,8,20,16,8,1.211,7,0.000,False,-29.577,9.427,0,180,3499998.000,880.000,0.000,3500878.000,422.556,174E838DC2F18B2B,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,10,2,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>DashLeft>Attack",0,34.000,7,21,16,9,2.186,5,0.000,False,-13.628,9.427,0,180,3500000.000,831.600,0.000,3500832.000,422.556,0E0BAA0CC0A1ACC0,True,2,False,False,""
A1,A-v2-complex,공격형-무가중진단,1.6,1,50DEB425210D7347,10,3,"Lunge(0)>Attack>DashForward>Lunge(7)>Attack>DashBackward>Lunge(3)>Attack>MoveRight>Attack>MoveForward>Attack",0,34.000,7,21,16,9,1.271,8,0.000,False,-36.458,8.677,0,180,3499998.000,831.600,0.000,3500829.000,422.556,1456CDCDEF8C4CBA,True,3,False,False,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,1,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,218.380,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,1,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,218.380,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,1,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,218.380,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,2,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,214.882,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,2,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,214.882,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,2,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,214.882,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,3,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,215.304,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,3,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,215.304,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,3,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,215.304,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,4,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,215.050,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,4,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,215.050,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,4,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,215.050,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,5,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,232.790,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,5,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,232.790,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,5,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,232.790,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,6,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,254.544,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,6,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,254.544,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,6,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,254.544,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,7,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,208.560,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,7,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,208.560,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,7,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,208.560,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,8,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,207.482,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,8,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,207.482,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,8,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,207.482,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,9,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,209.889,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,9,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,209.889,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,9,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,209.889,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,10,1,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashBackward>LungeStrike(2)",0,34.000,7,15,12,5,4.373,1,1.942,False,14.570,12.235,0,180,3500001.000,734.800,0.000,3500736.000,225.675,8595C84EEFCE8815,True,2,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,10,2,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>Retreat>Attack>DashLeft>LungeStrike(3)>DashRight>LungeStrike(2)",0,34.000,7,15,12,5,3.744,2,1.942,False,13.313,12.219,0,180,3500001.000,734.800,0.000,3500736.000,225.675,443AD4995992E909,True,3,False,True,""
A2,A-v2-complex,공격형-무가중진단,1.6,1,3F5F709DA48265EF,10,3,"LungeStrike(0)>DashRight>Lunge(5)>Attack>MoveLeft>Attack>MoveRight>Attack>Jump>LungeStrike(3)>DashForward>LungeStrike(1)",0,34.000,7,15,12,5,4.492,1,2.371,False,16.097,12.060,0,180,3500001.000,734.800,0.000,3500736.000,225.675,BD17176102D6F0C7,True,1,True,True,"종료 위치 품질 우세"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,1,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,256.961,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,1,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,256.961,B3AA95B991B533C7,True,2,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,1,3,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashRight>Lunge(6)",0,29.000,9,16,14,6,3.460,1,0.000,False,9.919,7.668,1,180,3499998.000,875.600,0.000,3500873.000,256.961,233E281119EBE4C4,True,3,False,False,""
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,2,1,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>Retreat>Attack",0,29.000,9,16,14,6,3.663,2,0.000,False,10.327,6.215,1,180,3499998.000,875.600,0.000,3500873.000,235.816,A0CA6604C4776456,True,1,True,False,"Beam 1위와 관측축 추천 일치"
A3,A-v2-complex,공격형-무가중진단,1.6,1,01880BEA0D35E61C,2,2,"Attack>DashForward>Attack>MoveLeft>Attack>MoveForward>Lunge(2)>Attack>MoveRight>Attack>DashBackward>Lunge(6)",0,29.000,9,16,14,6,3.481,2,0.000,False,9.961,7.922,1,180,3499998.000,875.600,0.000,3500873.000,235.816,B3AA95B991B533C7,True,2,False,False,""
